clickability_test_id,headline,eyecatcher_id,impressions,clicks,villain_prob,villain_pred,victim_prob,victim_pred
546dd73684ad3817bc000048,The Fact That Sometimes Innocent People Are Executed Is Enough To End The Death Penalty. But This?,546dce6e26714cd2dd000031,3039,15,0.022705078,0,0.78125,1
546dd73684ad3817bc000048,The Fact That Sometimes Innocent People Are Executed Is Enough To End The Death Penalty. But This?,546dce7084ad381bbe00002d,3116,39,0.022705078,0,0.78125,1
546ddc5b26714c856600002c,The Fact That Sometimes Innocent People Are Executed Is Enough To End The Death Penalty. But This?,546dce7084ad381bbe00002d,2939,47,0.022705078,0,0.78125,1
546ddc5b26714c856600002c,The Fact That Sometimes Innocent People Are Executed Is Enough To End The Death Penalty. But This?,546dce7184ad380752000048,3036,17,0.022705078,0,0.78125,1
546ddc5b26714c856600002c,The Fact That Sometimes Innocent People Are Executed Is Enough To End The Death Penalty. But This?,546dce7626714c1ad9000020,3111,28,0.022705078,0,0.78125,1
546ddc5b26714c856600002c,The Fact That Sometimes Innocent People Are Executed Is Enough To End The Death Penalty. But This?,546dce779ad54ec1f9000024,2995,9,0.022705078,0,0.78125,1
546ddc5b26714c856600002c,The Fact That Sometimes Innocent People Are Executed Is Enough To End The Death Penalty. But This?,546dce7826714cd2dd000032,3063,22,0.022705078,0,0.78125,1
546ddc5b26714c856600002c,The Fact That Sometimes Innocent People Are Executed Is Enough To End The Death Penalty. But This?,546dce7884ad380b5900002b,3095,10,0.022705078,0,0.78125,1
546de0b284ad381bbe000034,The Fact That Sometimes Innocent People Are Executed Is Enough To End The Death Penalty. But This?,546dce7084ad381bbe00002d,3030,41,0.022705078,0,0.78125,1
546de0b284ad381bbe000034,The Fact That Sometimes Innocent People Are Executed Is Enough To End The Death Penalty. But This?,546de0c484ad3817bc00004c,2962,43,0.022705078,0,0.78125,1
546de0b284ad381bbe000034,The Fact That Sometimes Innocent People Are Executed Is Enough To End The Death Penalty. But This?,546de0cd26714c0538000052,2995,42,0.022705078,0,0.78125,1
546de0b284ad381bbe000034,The Fact That Sometimes Innocent People Are Executed Is Enough To End The Death Penalty. But This?,546de0ce26714c856600002f,3078,50,0.022705078,0,0.78125,1
546e0d339ad54e667a00005a,"They're Asking For $12,000. If I Give It To Them, Can I Have Their Life?",546a84cc5b606a1fa0000022,4556,27,0.341796875,0,0.5234375,1
546de0b284ad381bbe000034,The Fact That Sometimes Innocent People Are Executed Is Enough To End The Death Penalty. But This?,546de0d084ad380b59000031,3035,52,0.022705078,0,0.78125,1
546d4bf184ad381bbe000015,A Bunch Of Celebrities Recorded A Song To Raise Money For Ebola. Meet The One Who Said 'No Thanks'.,546de7579ad54eec8d00004b,3956,101,0.036621094,0,0.106933594,0
546d4bf184ad381bbe000015,A Bunch Of Celebrities Recorded A Song To Raise Money For Ebola. Meet The One Who Said 'No Thanks'.,546de75726714c82cc000027,3939,70,0.036621094,0,0.106933594,0
546d4bf184ad381bbe000015,A Bunch Of Celebrities Recorded A Song To Raise Money For Ebola. Meet The One Who Said 'No Thanks'.,546de75726714c6c44000041,3957,117,0.036621094,0,0.106933594,0
546d4bf184ad381bbe000015,A Bunch Of Celebrities Recorded A Song To Raise Money For Ebola. Meet The One Who Said 'No Thanks'.,546de75726714cde7600003b,3869,77,0.036621094,0,0.106933594,0
546de9399ad54eca4800003c,Sometimes Innocent People Are Executed. That's Enough To End The Death Penalty. But This?,546de0d084ad380b59000031,3869,45,0.034423828,0,0.7265625,1
546de9399ad54eca4800003c,Sometimes Innocent People Are Executed. That's Enough To End The Death Penalty. But This?,546de0d084ad380b59000031,3863,46,0.034423828,0,0.7265625,1
546de9399ad54eca4800003c,Sometimes Innocent People Are Executed. That's Enough To End The Death Penalty. But This?,546de0d084ad380b59000031,3834,42,0.034423828,0,0.7265625,1
546de9399ad54eca4800003c,Sometimes Innocent People Are Executed. That's Enough To End The Death Penalty. But This?,546de0d084ad380b59000031,3811,72,0.034423828,0,0.7265625,1
546de9399ad54eca4800003c,Sometimes Innocent People Are Executed. That's Enough To End The Death Penalty. But This?,546de0d084ad380b59000031,3828,62,0.034423828,0,0.7265625,1
546dee0c26714c0538000056,At First Glance It Just Looks Like A Bus. But Inside? It's So Much Bigger.,5465291f744884eb36000042,4574,57,0.000732422,0,0.002731323,0
546d70df9ad54ec65b000026,"When NASA Crunched The Numbers, They Uncovered An Incredible Story No One Could See",546d6fcf9ad54ec1f9000018,4611,41,0.002059937,0,0.010131836,0
546d70df9ad54ec65b000026,This Stunning NASA Video Totally Changed What I Think About That Sky Up There,546d6fcf9ad54ec1f9000018,4525,36,0.001068115,0,0.006774902,0
546d70df9ad54ec65b000026,This Is Not About What You See When You Look Up In The Sky. This Weird Stuff Is What You Can’t See.,546d6fcf9ad54ec1f9000018,4558,24,0.003372192,0,0.01159668,0
546d70df9ad54ec65b000026,Nothing Prepared Me For This Mind-Bending NASA Video About What Went On Across The Earth During 2006,546d6fcf9ad54ec1f9000018,4605,46,0.001411438,0,0.006835938,0
546deed784ad3817bc000057,A Bunch Of Celebrities Recorded A Song To Raise Money For Ebola. Meet The One Who Said 'No Thanks'.,546de75726714c6c44000041,3936,125,0.036621094,0,0.106933594,0
546d70df9ad54ec65b000026,NASA’s Computers Reveal The Secret Life Of Carbon In The Atmosphere And It’s Totally Riveting,546d6fcf9ad54ec1f9000018,4522,19,0.001480103,0,0.005065918,0
546e0d339ad54e667a00005a,2 People Took A Camera To 3 Countries. What They Discovered Might Change News Forever.,546a84cc5b606a1fa0000022,4532,47,0.00177002,0,0.024658203,0
546deed784ad3817bc000057,A Bunch Of Celebrities Recorded A Song To Raise Money For Ebola. Meet The One Who Said 'No Thanks'.,546de75726714c6c44000041,3868,153,0.036621094,0,0.106933594,0
546deed784ad3817bc000057,A Bunch Of Celebrities Recorded A Song To Raise Money For Ebola. Meet The One Who Said 'No Thanks'.,546de75726714c6c44000041,3816,102,0.036621094,0,0.106933594,0
546deed784ad3817bc000057,A Bunch Of Celebrities Recorded A Song To Raise Money For Ebola. Meet The One Who Said 'No Thanks'.,546de75726714c6c44000041,3818,108,0.036621094,0,0.106933594,0
546df3cd26714c053800005e,A Bunch Of Celebrities Recorded A Song To Raise Money For Ebola. Meet The One Who Said 'No Thanks'.,546de75726714c6c44000041,3843,137,0.036621094,0,0.106933594,0
546df3cd26714c053800005e,A Bunch Of Celebrities Recorded A Song To Raise Money For Ebola. Meet The One Who Said 'No Thanks'.,546df1859ad54eec8d00004e,3959,143,0.036621094,0,0.106933594,0
546df3cd26714c053800005e,A Bunch Of Celebrities Recorded A Song To Raise Money For Ebola. Meet The One Who Said 'No Thanks'.,546df33b84ad3834f000004c,3819,176,0.036621094,0,0.106933594,0
546df43d84ad385a0a000042,Sometimes Innocent People Are Executed. That's Enough To End The Death Penalty. But This?,546de0d084ad380b59000031,3828,89,0.034423828,0,0.7265625,1
546df43d84ad385a0a000042,Sometimes Innocent People Are Executed. That's Enough To End The Death Penalty. But This?,546de0d084ad380b59000031,3947,73,0.034423828,0,0.7265625,1
546df43d84ad385a0a000042,Sometimes Innocent People Are Executed. That's Enough To End The Death Penalty. But This?,546de0d084ad380b59000031,3818,69,0.034423828,0,0.7265625,1
546e0d339ad54e667a00005a,A Couple That Loves To Travel Together Came Up With A Genius Idea.,546a84cc5b606a1fa0000022,4627,44,0.000911713,0,0.003219604,0
546df43d84ad385a0a000042,Sometimes Innocent People Are Executed. That's Enough To End The Death Penalty. But This?,546de0d084ad380b59000031,3909,60,0.034423828,0,0.7265625,1
546df43d84ad385a0a000042,Sometimes Innocent People Are Executed. That's Enough To End The Death Penalty. But This?,546de0d084ad380b59000031,3874,103,0.034423828,0,0.7265625,1
546df43d84ad385a0a000042,Sometimes Innocent People Are Executed. That's Enough To End The Death Penalty. But This?,546de0d084ad380b59000031,3792,94,0.034423828,0,0.7265625,1
546d3ee69ad54e667a00001f,I Love Lucy And Here's Why Every Woman Should,546dfb429ad54e1f7700003a,4592,57,0.001045227,0,0.011108398,0
546e006c26714cde76000048,Little Girls Who Play With Chemicals Instead Of Dolls? Hell Yeah.,545bc2ab18a41e9331000084,4519,28,0.002731323,0,0.233398438,0
546d3ee69ad54e667a00001f,10 Fabulous Ways Lucille Ball Was The Complete Opposite Of Her T.V. Character,546dfb429ad54e1f7700003a,4564,92,0.002960205,0,0.124023438,0
546e006c26714cde76000048,"If This Video Existed When I Was A Kid, I Might Be Working For NASA Instead Of Upworthy Right Now",545bc2ab18a41e9331000084,4640,51,0.005340576,0,0.26953125,0
546d3ee69ad54e667a00001f,How Lucille Ball Paved The Way For Women,546dfb429ad54e1f7700003a,4641,30,0.00201416,0,0.040039063,0
546e006c26714cde76000048,She’s Got Her Lab Coat And Her Chemistry Set. Now Sing Along As She Shatters Gender Stereotypes.,545bc2ab18a41e9331000084,4518,38,0.002716064,0,0.041992188,0
546d3ee69ad54e667a00001f,10 Incredible Reasons We Should All Love Lucy - Forever,546dfb429ad54e1f7700003a,4633,42,0.001914978,0,0.025878906,0
546e006c26714cde76000048,"Hey School House Rock, I Think I Just Found Your Missing Musical Number",545bc2ab18a41e9331000084,4511,38,0.002334595,0,0.112792969,0
546e006c26714cde76000048,Think Women Can’t Do Science? Boy Have I Got A Song For You!,545bc2ab18a41e9331000084,4639,26,0.035888672,0,0.129882813,0
546e006c26714cde76000048,"Better Grab Your Lab Coat, Barbie, Or You’re History",545bc2ab18a41e9331000084,4547,28,0.096679688,0,0.64453125,1
546dee0c26714c0538000056,Everybody Needs To Eat. So Why Do We Let Food Divide Us?,5465291f744884eb36000042,4622,24,0.013061523,0,0.182617188,0
546dee0c26714c0538000056,She Drives Her Bus Around The Desert — But It's SO Not What I Thought,5465291f744884eb36000042,4590,46,0.001594543,0,0.024780273,0
546dee0c26714c0538000056,It's One Thing That Can Bring Us All Together. So Why Are We Letting It Break Us Apart?,5465291f744884eb36000042,4531,46,0.014160156,0,0.096679688,0
546e1d0784ad38b2ce000043,"The Selfies Were Already Bad Enough, But Then There Was Everything Else. This Woman May Have Issues.",546e1d569ad54e2af0000043,3968,170,0.030273438,0,0.66015625,1
546dee0c26714c0538000056,"At First I Was Skeptical Of This Woman, But When I Saw What She Does Every Day I Was Thrilled",5465291f744884eb36000042,4572,95,0.006225586,0,0.044921875,0
546dee0c26714c0538000056,At First You Think It's Just A Bus. But Then They Show You What's Inside.,5465291f744884eb36000042,4497,71,0.001281738,0,0.011047363,0
546e0d339ad54e667a00005a,Say Goodbye To The News You Once Knew. These 2 People Have Invented New News.,546a84cc5b606a1fa0000022,4427,12,0.006011963,0,0.043945313,0
546e0d339ad54e667a00005a,"If Vice And Upworthy Had A Baby, It Might Look Like This",546a84cc5b606a1fa0000022,4647,31,0.001434326,0,0.010131836,0
546e107526714c82cc00003d,Kim Jong Un Would Really Hate For You To Watch This Which Is Exactly Why You Should,546df39a84ad380b59000037,4624,198,0.6875,1,0.5390625,1
546e107526714c82cc00003d,"In Her Country, You Can Be Executed For Watching A Hollywood Movie",546df39a84ad380b59000037,4491,39,0.23046875,0,0.73046875,1
546e107526714c82cc00003d,Life Under Kim Jong Un Is Worse Than I Ever Imagined. Take It From One Who Escaped.,546df39a84ad380b59000037,4624,107,0.72265625,1,0.94921875,1
546e107526714c82cc00003d,Imagine A Country Where You Could Be Executed For Watching A RomCom. What If I Told You It Was Real?,546df39a84ad380b59000037,4595,58,0.1328125,0,0.5078125,1
546e107526714c82cc00003d,The Story Of A Young Girl’s Escape From The Horrors Of North Korea,546df39a84ad380b59000037,4553,55,0.4765625,0,0.9921875,1
546e182426714c1ad900003d,Strangers Ask This Lesbian Questions And Her Raised Eyebrow Game Shames Us All,546d1b4bfd3617f091000041,4069,132,0.296875,0,0.62109375,1
546e182426714c1ad900003d,Strangers Ask Her Questions About Lesbians. Her Raised Eyebrow Game Shames Us All.,546d1b4bfd3617f091000041,4020,98,0.376953125,0,0.765625,1
546e182426714c1ad900003d,Strangers Ask Her Questions About Lesbian. Watch Her Eyebrows. They're Not Ok With It.,546d1b4bfd3617f091000041,4159,126,0.59375,1,0.9609375,1
546e1c4126714c82cc000048,"At First I Was Skeptical Of This Woman, But When I Saw What She Does Every Day I Was Thrilled",5465291f744884eb36000042,4079,81,0.006225586,0,0.044921875,0
546e1c4126714c82cc000048,"At First I Was Skeptical Of This Woman, But When I Saw What She Does Every Day I Was Thrilled",5465291b9c3cce786a000036,4021,81,0.006225586,0,0.044921875,0
546e1c4126714c82cc000048,"At First I Was Skeptical Of This Woman, But When I Saw What She Does Every Day I Was Thrilled",5465291f9c3cce9edc000042,4077,54,0.006225586,0,0.044921875,0
546e1c4126714c82cc000048,"At First I Was Skeptical Of This Woman, But When I Saw What She Does Every Day I Was Thrilled",546529279c3cce786a000037,4053,70,0.006225586,0,0.044921875,0
546e1cbf84ad385a0a000055,"If This Video Existed When I Was A Kid, I Might Be Working For NASA Instead Of Upworthy Right Now",545bc38449823f2121000096,2950,14,0.005340576,0,0.26953125,0
546e1c4126714c82cc000048,"At First I Was Skeptical Of This Woman, But When I Saw What She Does Every Day I Was Thrilled",5465292d744884f7fb000034,4073,96,0.006225586,0,0.044921875,0
546e1d0784ad38b2ce000043,"The Selfies Were Already Bad Enough, But Then There Was Everything Else. This Woman May Have Issues.",546c7f42badeb54dd0000005,4092,164,0.030273438,0,0.66015625,1
546e1c4126714c82cc000048,"At First I Was Skeptical Of This Woman, But When I Saw What She Does Every Day I Was Thrilled",54652919744884f4c7000024,4109,51,0.006225586,0,0.044921875,0
546e1d4b26714c82cc00004b,10 Fabulous Ways Lucille Ball Was The Complete Opposite Of Her T.V. Character,546dfb429ad54e1f7700003a,4048,64,0.002960205,0,0.124023438,0
546e1d0784ad38b2ce000043,"The Selfies Were Already Bad Enough, But Then There Was Everything Else. This Woman May Have Issues.",546e1d5684ad381bbe00004c,4142,193,0.030273438,0,0.66015625,1
546e1d0784ad38b2ce000043,"The Selfies Were Already Bad Enough, But Then There Was Everything Else. This Woman May Have Issues.",546e1d5784ad380b59000049,4123,133,0.030273438,0,0.66015625,1
546e1d4b26714c82cc00004b,10 Surprising Things About Lucille Ball That Made Her A Total Bad-Ass,546dfb429ad54e1f7700003a,4169,108,0.002624512,0,0.02734375,0
546e20f826714c82cc000050,One Town Got Sick Of Corporations Buying Elections. Now They're Fighting Back.,546e225326714c82cc000054,4029,34,0.84765625,1,0.5703125,1
546e20f826714c82cc000050,"It's Rare That I Can Say This, But Something Awesome Just Happened In Florida",546e225326714c82cc000054,4022,39,0.001411438,0,0.003463745,0
546e20f826714c82cc000050,Corporations Like To Buy Elections. 1 Town Isn't Buying What They're Selling Anymore.,546e225326714c82cc000054,3993,31,0.90234375,1,0.4453125,0
546e20f826714c82cc000050,They Just Passed A Law In Florida That Gives Corporations The Middle Finger And You More Awesome,546e225326714c82cc000054,4113,50,0.122558594,0,0.4765625,0
546e20f826714c82cc000050,"If You Hate What Elections Have Become As Much As I Do, This Will Cheer You Up",546e225326714c82cc000054,4116,23,0.015136719,0,0.21484375,0
546e1d4b26714c82cc00004b,How Lucille Ball's Remarkable Personal Life Was Absolutely Nothing Like Her T.V. Role,546dfb429ad54e1f7700003a,4022,73,0.002059937,0,0.400390625,0
546e20f826714c82cc000050,A Handful Of Badass Activists Just Outsmarted Election-Buying Corporations. Who's Next?,546e225326714c82cc000054,4040,23,0.83203125,1,0.6640625,1
546e1d4b26714c82cc00004b,How Lucille Ball's Offscreen Battles Effect Women To This Very Day,546dfb429ad54e1f7700003a,4020,53,0.010620117,0,0.796875,1
546e1d4b26714c82cc00004b,"If You Think ""I Love Lucy"" Was Bad For Women - Take A Closer Look",546dfb429ad54e1f7700003a,4061,86,0.007873535,0,0.328125,0
546e387526714cd2dd000064,She Told The Internet To Ask Her Questions About Lesbians And Her Raised-Eyebrow Game Shames Us All,546d1b4bfd3617f091000041,3077,106,0.26953125,0,0.79296875,1
546e241c9ad54e1f7700004c,"The 3 Of Them Needed To See It In Person, And The Fact That It Was Beautiful Made It Even Worse",546c7f2dbadeb5788700000a,4075,64,0.010253906,0,0.287109375,0
546e241c9ad54e1f7700004c,"The 3 Of Them Needed To See It In Person, And The Fact That It Was Beautiful Made It Even Worse",546e252426714cd2dd000057,4144,34,0.010253906,0,0.287109375,0
546e241c9ad54e1f7700004c,"The 3 Of Them Needed To See It In Person, And The Fact That It Was Beautiful Made It Even Worse",546e243726714c82cc000059,4032,82,0.010253906,0,0.287109375,0
546e241c9ad54e1f7700004c,"The 3 Of Them Needed To See It In Person, And The Fact That It Was Beautiful Made It Even Worse",546e24d026714c1ad900004d,4011,33,0.010253906,0,0.287109375,0
546e241c9ad54e1f7700004c,"The 3 Of Them Needed To See It In Person, And The Fact That It Was Beautiful Made It Even Worse",546c7f2dbadeb5294a000012,3939,24,0.010253906,0,0.287109375,0
546e241c9ad54e1f7700004c,"The 3 Of Them Needed To See It In Person, And The Fact That It Was Beautiful Made It Even Worse",546e25b026714c1ad900004e,4118,46,0.010253906,0,0.287109375,0
546e182426714c1ad900003d,Strangers Ask This Lesbian Questions And I Can't Help But Aspire To Her Raised-Eyebrow Greatness,546d1b4bfd3617f091000041,4110,113,0.003463745,0,0.158203125,0
546e182426714c1ad900003d,People Ask This Gay Lady Questions About Gay Ladies And Her Raised-Eyebrow Game Shames Us All,546d1b4bfd3617f091000041,3970,102,0.30078125,0,0.78125,1
546e2c6326714c82cc000069,"At First I Was Skeptical Of This Woman, But When I Saw What She Does Every Day I Was Thrilled",5465292d744884f7fb000034,3508,79,0.006225586,0,0.044921875,0
546e2c6326714c82cc000069,"At First I Was Skeptical, But When I Saw What This Woman Does Every Day I Was Thrilled",5465292d744884f7fb000034,3486,71,0.001647949,0,0.011657715,0
546e338884ad3817bc000074,They Just Passed A Law In Florida That Gives Corporations The Middle Finger And You More Awesome,546e34629ad54e667a000075,3060,32,0.122558594,0,0.4765625,0
546e338884ad3817bc000074,They Just Passed A Law In Florida That Gives Corporations The Middle Finger And You More Awesome,54624c4d6986d6bcff00004c,3034,22,0.122558594,0,0.4765625,0
546e2c6326714c82cc000069,I Didn't Think This Woman's Plan Could Work. But Then I Saw What She Does Every Day.,5465292d744884f7fb000034,3538,60,0.001724243,0,0.014709473,0
546e338884ad3817bc000074,They Just Passed A Law In Florida That Gives Corporations The Middle Finger And You More Awesome,5462a40c8d77a4f429000073,3029,25,0.122558594,0,0.4765625,0
546e338884ad3817bc000074,They Just Passed A Law In Florida That Gives Corporations The Middle Finger And You More Awesome,546e20c184ad3834f000005e,3083,19,0.122558594,0,0.4765625,0
546e338884ad3817bc000074,They Just Passed A Law In Florida That Gives Corporations The Middle Finger And You More Awesome,54665f438ac53c5c49000032,3033,11,0.122558594,0,0.4765625,0
546e338884ad3817bc000074,They Just Passed A Law In Florida That Gives Corporations The Middle Finger And You More Awesome,54624c4d6986d6c6d8000022,3040,18,0.122558594,0,0.4765625,0
546e338884ad3817bc000074,They Just Passed A Law In Florida That Gives Corporations The Middle Finger And You More Awesome,5462a40cae44e5ec3a00006c,2950,15,0.122558594,0,0.4765625,0
546e2c6326714c82cc000069,At First I Doubted This Woman's Plan. But Then I Saw What She Actually Does Every Day.,5465292d744884f7fb000034,3571,51,0.003433228,0,0.023681641,0
546e2c6326714c82cc000069,"At First, I Wasn't Convinced. But Then They Show What This Woman Actually Does Every Day.",5465292d744884f7fb000034,3591,107,0.002487183,0,0.037353516,0
546e387526714cd2dd000064,Strangers Ask This Lesbian Questions And Her Raised Eyebrow Game Shames Us All,546d1b4bfd3617f091000041,3012,102,0.296875,0,0.62109375,1
546e387526714cd2dd000064,People Ask Her Questions About Lesbians  And Her Raised-Eyebrow Game Shames Us All,546d1b4bfd3617f091000041,3065,72,0.318359375,0,0.765625,1
546e387526714cd2dd000064,People Ask This Lesbian Weird Questions And Her Raised-Eyebrow Game Shames Us All,546d1b4bfd3617f091000041,2960,78,0.26953125,0,0.69140625,1
546e387526714cd2dd000064,She Asked Strangers To Ask Her Questions About Lesbians And Her Raised-Eyebrow Game Shames Us All,546d1b4bfd3617f091000041,3124,95,0.204101563,0,0.75,1
546e39c684ad380752000071,"The Selfies Were Already Bad Enough, But Then There Was Everything Else. This Woman May Have Issues.",546e1d5684ad381bbe00004c,3038,117,0.030273438,0,0.66015625,1
546e39c684ad380752000071,"The Selfies Were Already Bad Enough, But Then There Was Everything Else. This Woman May Have Issues.",546e1d5684ad381bbe00004c,3076,113,0.030273438,0,0.66015625,1
546e39c684ad380752000071,"The Selfies Were Already Bad Enough, But Then There Was Everything Else. This Woman May Have Issues.",546e1d5684ad381bbe00004c,3063,110,0.030273438,0,0.66015625,1
546e39c684ad380752000071,"The Selfies Were Already Bad Enough, But Then There Was Everything Else. This Woman May Have Issues.",546e1d5684ad381bbe00004c,3071,130,0.030273438,0,0.66015625,1
546e3bff84ad385a0a000080,"27,000 People Say There Is Definitely Such Thing As A Free Lunch",546e3d6d84ad38b2ce000054,3063,9,0.001594543,0,0.014587402,0
546e3bff84ad385a0a000080,"The Food Is Good, But The Service Is Priceless",546e3d6d84ad38b2ce000054,2973,25,0.001029968,0,0.002929688,0
546e3bff84ad385a0a000080,Imagine Running A Restaurant With No Prices And No Backup Plan. It Looks Like Fun.,546e3d6d84ad38b2ce000054,3116,21,0.001190186,0,0.025268555,0
546e3edd9ad54e2af0000065,10 Surprising Things About Lucille Ball That Made Her A Total Bad-Ass,546dfb429ad54e1f7700003a,3024,82,0.002624512,0,0.02734375,0
546e3edd9ad54e2af0000065,10 Trailblazing Things About Lucille Ball That Made Her A Total Bad-Ass,546dfb429ad54e1f7700003a,3131,63,0.001548767,0,0.010864258,0
546c0f9d35992b614b000066,We Had Al Capone In The 1920s. Now We've Got Al Capone Times 50. But This Guy's Got A Solution.,546c3bdcbadeb57887000006,2986,21,0.37109375,0,0.074707031,0
546e41a384ad380752000078,This Is What Sexism Against Men Sounds Like,546d900426714cd2dd00002e,3073,108,0.028686523,0,0.76171875,1
546e41a384ad380752000078,This Is What Sexism Against Men Looks Like,546d900426714cd2dd00002e,3018,103,0.023193359,0,0.78125,1
546e41a384ad380752000078,"If You Were Wondering What Sexism Against Men Looks Like, This Will Explain It",546d900426714cd2dd00002e,3054,92,0.022216797,0,0.6015625,1
546d15b5fd361704d1000055,They're Called The Silent Victims. It's Time We Raised Our Voices To Help.,546d575c84ad38b2ce00001c,3038,21,0.010009766,0,0.81640625,1
546e41a384ad380752000078,This Is What Sexism Against Men Sounds Like. Yup. Still Awful.,546d900426714cd2dd00002e,3122,107,0.057128906,0,0.73828125,1
546e41a384ad380752000078,This Is What Sexism Against Men Sounds Like. Maybe We Should Try To Stop It Too.,546d900426714cd2dd00002e,2994,91,0.055908203,0,0.80859375,1
546eb48d92f391daa3000011,10 Remarkable Things About Lucille Ball That Made Her Totally Fierce,546e898192f391552c000005,3068,67,0.001266479,0,0.01373291,0
546d15b5fd361704d1000055,An Act Of Desperation Over 20 Years Ago May Help Save Lives Even Today,546d575c84ad38b2ce00001c,3092,30,0.0025177,0,0.033691406,0
546e41a384ad380752000078,This Is What Sexism Against Men Sounds Like. Yet Another Reason Why We Can't Have Nice Things.,546d900426714cd2dd00002e,2981,82,0.109863281,0,0.828125,1
546e203026714c6c4400005d,"When He Sees His Mom, Pure Joy. Why Would Anyone Want To Keep Her From Him?",546e1e4226714c0538000075,3043,24,0.037597656,0,0.79296875,1
546d15b5fd361704d1000055,A Little Girl’s 9-1-1 Call That Will Break Your Heart,546d575c84ad38b2ce00001c,3026,76,0.003799438,0,0.90625,1
546e427c84ad381bbe000065,"The 3 Of Them Needed To See It In Person, And The Fact That It Was Beautiful Made It Even Worse",546e243726714c82cc000059,3499,68,0.010253906,0,0.287109375,0
546d15b5fd361704d1000055,A 911 Call That Unnerved The Dispatcher. For Good Reason.,546d575c84ad38b2ce00001c,3093,70,0.008239746,0,0.408203125,0
546e41a384ad380752000078,This Is What Sexism Against Men Sounds Like. Guess Who's Behind It?,546d900426714cd2dd00002e,3104,101,0.104980469,0,0.86328125,1
546e3edd9ad54e2af0000065,10 Remarkable Things About Lucille Ball That Made Her Totally Fierce,546dfb429ad54e1f7700003a,3039,75,0.001266479,0,0.01373291,0
546d15b5fd361704d1000055,The Voice Of A Silent Victim That Made My Blood Boil,546d575c84ad38b2ce00001c,3000,36,0.006774902,0,0.94140625,1
546e3edd9ad54e2af0000065,10 Remarkable Things About Lucille Ball That Made Her The Fiercest Woman In Hollywood,546dfb429ad54e1f7700003a,3002,48,0.001243591,0,0.014709473,0
546e3edd9ad54e2af0000065,10 Totally Fierce Things Lucille Ball Did That Will Make You Love Her Even More,546dfb429ad54e1f7700003a,3098,60,0.002410889,0,0.014648438,0
546e427c84ad381bbe000065,"The 3 Of Them Needed To See It In Person, And The Fact That It Was Beautiful Made It Even Worse",546e243726714c82cc000059,3561,91,0.010253906,0,0.287109375,0
546e427c84ad381bbe000065,"The 3 Of Them Needed To See It In Person, And The Fact That It Was Beautiful Made It Even Worse",546e243726714c82cc000059,3520,63,0.010253906,0,0.287109375,0
546e427c84ad381bbe000065,"The 3 Of Them Needed To See It In Person, And The Fact That It Was Beautiful Made It Even Worse",546e243726714c82cc000059,3592,72,0.010253906,0,0.287109375,0
546e427c84ad381bbe000065,"The 3 Of Them Needed To See It In Person, And The Fact That It Was Beautiful Made It Even Worse",546e243726714c82cc000059,3588,99,0.010253906,0,0.287109375,0
546e203026714c6c4400005d,What Should We Do For Children Of The Incarcerated? Let Them See Their Parents.,546e1e4226714c0538000075,3038,14,0.003082275,0,0.87890625,1
